l3,l2,l1
4642,42-54.99,00-99.99
0064,00-00.99,00-99.99
3897,35-39.99,00-99.99
1273,08-16.99,00-99.99
8673,85-86.99,00-99.99
3399,30-34.99,00-99.99
3631,35-39.99,00-99.99
4875,42-54.99,00-99.99
0309,01-05.99,00-99.99
3924,35-39.99,00-99.99
8523,85-86.99,00-99.99
9354,87-99.99,00-99.99
6849,65-71.99,00-99.99
3822,35-39.99,00-99.99
3882,35-39.99,00-99.99
435,42-54.99,00-99.99
8672,85-86.99,00-99.99
9923,87-99.99,00-99.99
4551,42-54.99,00-99.99
7569,72-75.99,00-99.99
4675,42-54.99,00-99.99
7760,76-84.99,00-99.99
9803,87-99.99,00-99.99
4620,42-54.99,00-99.99
8601,85-86.99,00-99.99
0722,06-07.99,00-99.99
8013,76-84.99,00-99.99
034,01-05.99,00-99.99
8969,87-99.99,00-99.99
5101,42-54.99,00-99.99
5019,42-54.99,00-99.99
5209,42-54.99,00-99.99
4561,42-54.99,00-99.99
3499,30-34.99,00-99.99
9952,87-99.99,00-99.99
2188,21-29.99,00-99.99
0239,01-05.99,00-99.99
0014,00-00.99,00-99.99
7075,65-71.99,00-99.99
5296,42-54.99,00-99.99
5718,55-59.99,00-99.99
633,60-64.99,00-99.99
4252,42-54.99,00-99.99
5661,55-59.99,00-99.99
8689,85-86.99,00-99.99
686,65-71.99,00-99.99
3427,30-34.99,00-99.99
9229,87-99.99,00-99.99
4709,42-54.99,00-99.99
1733,17-17.99,00-99.99
7109,65-71.99,00-99.99
0152,01-05.99,00-99.99
3409,30-34.99,00-99.99
0716,06-07.99,00-99.99
8862,87-99.99,00-99.99
3539,35-39.99,00-99.99
7784,76-84.99,00-99.99
4023,40-41.99,00-99.99
8257,76-84.99,00-99.99
5491,42-54.99,00-99.99
4632,42-54.99,00-99.99
3616,35-39.99,00-99.99
8801,87-99.99,00-99.99
7978,76-84.99,00-99.99
9634,87-99.99,00-99.99
8938,87-99.99,00-99.99
5524,55-59.99,00-99.99
5304,42-54.99,00-99.99
5381,42-54.99,00-99.99
4533,42-54.99,00-99.99
5475,42-54.99,00-99.99
3484,30-34.99,00-99.99
7758,76-84.99,00-99.99
3334,30-34.99,00-99.99
6141,60-64.99,00-99.99
9648,87-99.99,00-99.99
4403,42-54.99,00-99.99
3842,35-39.99,00-99.99
3615,35-39.99,00-99.99
9604,87-99.99,00-99.99
9714,87-99.99,00-99.99
0151,01-05.99,00-99.99
0015,00-00.99,00-99.99
0039,00-00.99,00-99.99
4921,42-54.99,00-99.99
9983,87-99.99,00-99.99
544,42-54.99,00-99.99
4526,42-54.99,00-99.99
9926,87-99.99,00-99.99
430,42-54.99,00-99.99
8005,76-84.99,00-99.99
5994,55-59.99,00-99.99
3972,35-39.99,00-99.99
3949,35-39.99,00-99.99
0782,06-07.99,00-99.99
184,18-20.99,00-99.99
8417,76-84.99,00-99.99
8876,87-99.99,00-99.99
6951,65-71.99,00-99.99
7817,76-84.99,00-99.99
7905,76-84.99,00-99.99
9751,87-99.99,00-99.99
8155,76-84.99,00-99.99
4511,42-54.99,00-99.99
3173,30-34.99,00-99.99
311,30-34.99,00-99.99
3533,35-39.99,00-99.99
640,60-64.99,00-99.99
0379,01-05.99,00-99.99
5503,55-59.99,00-99.99
9957,87-99.99,00-99.99
7816,76-84.99,00-99.99
3779,35-39.99,00-99.99
2931,21-29.99,00-99.99
3845,35-39.99,00-99.99
5359,42-54.99,00-99.99
9903,87-99.99,00-99.99
3348,30-34.99,00-99.99
4531,42-54.99,00-99.99
3472,30-34.99,00-99.99
610,60-64.99,00-99.99
5188,42-54.99,00-99.99
3798,35-39.99,00-99.99
4641,42-54.99,00-99.99
4575,42-54.99,00-99.99
9638,87-99.99,00-99.99
2751,21-29.99,00-99.99
5091,42-54.99,00-99.99
9465,87-99.99,00-99.99
6839,65-71.99,00-99.99
7841,76-84.99,00-99.99
8964,87-99.99,00-99.99
9359,87-99.99,00-99.99
8152,76-84.99,00-99.99
3963,35-39.99,00-99.99
5474,42-54.99,00-99.99
9981,87-99.99,00-99.99
8628,85-86.99,00-99.99
324,30-34.99,00-99.99
8103,76-84.99,00-99.99
5122,42-54.99,00-99.99
0062,00-00.99,00-99.99
8603,85-86.99,00-99.99
8848,87-99.99,00-99.99
7745,76-84.99,00-99.99
8694,85-86.99,00-99.99
8102,76-84.99,00-99.99
4939,42-54.99,00-99.99
0293,01-05.99,00-99.99
4402,42-54.99,00-99.99
8918,87-99.99,00-99.99
3777,35-39.99,00-99.99
4461,42-54.99,00-99.99
0091,00-00.99,00-99.99
0042,00-00.99,00-99.99
149,08-16.99,00-99.99
3527,35-39.99,00-99.99
7936,76-84.99,00-99.99
0402,01-05.99,00-99.99
6094,60-64.99,00-99.99
8596,85-86.99,00-99.99
3402,30-34.99,00-99.99
806,76-84.99,00-99.99
7309,72-75.99,00-99.99
8182,76-84.99,00-99.99
4525,42-54.99,00-99.99
2279,21-29.99,00-99.99
0711,06-07.99,00-99.99
9939,87-99.99,00-99.99
4284,42-54.99,00-99.99
7969,76-84.99,00-99.99
370,35-39.99,00-99.99
8874,87-99.99,00-99.99
3612,35-39.99,00-99.99
4902,42-54.99,00-99.99
9754,87-99.99,00-99.99
2311,21-29.99,00-99.99
3778,35-39.99,00-99.99
0053,00-00.99,00-99.99
9929,87-99.99,00-99.99
5839,55-59.99,00-99.99
8385,76-84.99,00-99.99
3378,30-34.99,00-99.99
0011,00-00.99,00-99.99
524,42-54.99,00-99.99
0765,06-07.99,00-99.99
341,30-34.99,00-99.99
4643,42-54.99,00-99.99
5459,42-54.99,00-99.99
4513,42-54.99,00-99.99
3887,35-39.99,00-99.99
0881,08-16.99,00-99.99
8192,76-84.99,00-99.99
7061,65-71.99,00-99.99
2811,21-29.99,00-99.99
9627,87-99.99,00-99.99
9316,87-99.99,00-99.99
600,60-64.99,00-99.99
864,85-86.99,00-99.99
8135,76-84.99,00-99.99
5069,42-54.99,00-99.99
0339,01-05.99,00-99.99
3821,35-39.99,00-99.99
4945,42-54.99,00-99.99
3224,30-34.99,00-99.99
9543,87-99.99,00-99.99
4701,42-54.99,00-99.99
0047,00-00.99,00-99.99
0331,01-05.99,00-99.99
0065,00-00.99,00-99.99
0082,00-00.99,00-99.99
5104,42-54.99,00-99.99
8861,87-99.99,00-99.99
303,30-34.99,00-99.99
2262,21-29.99,00-99.99
5362,42-54.99,00-99.99
0479,01-05.99,00-99.99
7937,76-84.99,00-99.99
4041,40-41.99,00-99.99
4881,42-54.99,00-99.99
8096,76-84.99,00-99.99
8667,85-86.99,00-99.99
5498,42-54.99,00-99.99
2749,21-29.99,00-99.99
8112,76-84.99,00-99.99
0295,01-05.99,00-99.99
4849,42-54.99,00-99.99
8963,87-99.99,00-99.99
5061,42-54.99,00-99.99
9910,87-99.99,00-99.99
3964,35-39.99,00-99.99
9356,87-99.99,00-99.99
3342,30-34.99,00-99.99
3979,35-39.99,00-99.99
9815,87-99.99,00-99.99
9988,87-99.99,00-99.99
8683,85-86.99,00-99.99
5132,42-54.99,00-99.99
560,55-59.99,00-99.99
280,21-29.99,00-99.99
6496,60-64.99,00-99.99
4541,42-54.99,00-99.99
3805,35-39.99,00-99.99
9907,87-99.99,00-99.99
734,72-75.99,00-99.99
8914,87-99.99,00-99.99
3992,35-39.99,00-99.99
0529,01-05.99,00-99.99
9999,87-99.99,00-99.99
5822,55-59.99,00-99.99
5341,42-54.99,00-99.99
4719,42-54.99,00-99.99
374,35-39.99,00-99.99
3953,35-39.99,00-99.99
9641,87-99.99,00-99.99
5464,42-54.99,00-99.99
8313,76-84.99,00-99.99
9995,87-99.99,00-99.99
8256,76-84.99,00-99.99
4582,42-54.99,00-99.99
9608,87-99.99,00-99.99
8122,76-84.99,00-99.99
4429,42-54.99,00-99.99
4682,42-54.99,00-99.99
9920,87-99.99,00-99.99
4594,42-54.99,00-99.99
9912,87-99.99,00-99.99
3607,35-39.99,00-99.99
3868,35-39.99,00-99.99
0443,01-05.99,00-99.99
8423,76-84.99,00-99.99
7050,65-71.99,00-99.99
4443,42-54.99,00-99.99
7932,76-84.99,00-99.99
9729,87-99.99,00-99.99
346,30-34.99,00-99.99
4029,40-41.99,00-99.99
485,42-54.99,00-99.99
7719,76-84.99,00-99.99
3424,30-34.99,00-99.99
4342,42-54.99,00-99.99
6549,65-71.99,00-99.99
5652,55-59.99,00-99.99
3551,35-39.99,00-99.99
3952,35-39.99,00-99.99
5211,42-54.99,00-99.99
5163,42-54.99,00-99.99
3734,35-39.99,00-99.99
3722,35-39.99,00-99.99
7534,72-75.99,00-99.99
5014,42-54.99,00-99.99
3391,30-34.99,00-99.99
411,40-41.99,00-99.99
4593,42-54.99,00-99.99
1474,08-16.99,00-99.99
4103,40-41.99,00-99.99
2501,21-29.99,00-99.99
445,42-54.99,00-99.99
8457,76-84.99,00-99.99
5501,55-59.99,00-99.99
4241,42-54.99,00-99.99
3521,35-39.99,00-99.99
7868,76-84.99,00-99.99
251,21-29.99,00-99.99
5675,55-59.99,00-99.99
4591,42-54.99,00-99.99
9735,87-99.99,00-99.99
9741,87-99.99,00-99.99
3884,35-39.99,00-99.99
064,06-07.99,00-99.99
7961,76-84.99,00-99.99
5419,42-54.99,00-99.99
8017,76-84.99,00-99.99
2252,21-29.99,00-99.99
8659,85-86.99,00-99.99
3846,35-39.99,00-99.99
7709,76-84.99,00-99.99
3965,35-39.99,00-99.99
9789,87-99.99,00-99.99
9547,87-99.99,00-99.99
022,01-05.99,00-99.99
625,60-64.99,00-99.99
8302,76-84.99,00-99.99
0021,00-00.99,00-99.99
7781,76-84.99,00-99.99
3229,30-34.99,00-99.99
3895,35-39.99,00-99.99
9702,87-99.99,00-99.99
9972,87-99.99,00-99.99
3259,30-34.99,00-99.99
8669,85-86.99,00-99.99
8104,76-84.99,00-99.99
2171,21-29.99,00-99.99
4495,42-54.99,00-99.99
7837,76-84.99,00-99.99
9977,87-99.99,00-99.99
3927,35-39.99,00-99.99
9425,87-99.99,00-99.99
8395,76-84.99,00-99.99
4823,42-54.99,00-99.99
8522,85-86.99,00-99.99
3843,35-39.99,00-99.99
8108,76-84.99,00-99.99
4542,42-54.99,00-99.99
4412,42-54.99,00-99.99
3966,35-39.99,00-99.99
0080,00-00.99,00-99.99
3148,30-34.99,00-99.99
8162,76-84.99,00-99.99
5684,55-59.99,00-99.99
4590,42-54.99,00-99.99
7676,76-84.99,00-99.99
7849,76-84.99,00-99.99
8531,85-86.99,00-99.99
2759,21-29.99,00-99.99
4223,42-54.99,00-99.99
8627,85-86.99,00-99.99
5184,42-54.99,00-99.99
2103,21-29.99,00-99.99
4829,42-54.99,00-99.99
9922,87-99.99,00-99.99
8609,85-86.99,00-99.99
8949,87-99.99,00-99.99
3768,35-39.99,00-99.99
7863,76-84.99,00-99.99
8778,87-99.99,00-99.99
2162,21-29.99,00-99.99
7023,65-71.99,00-99.99
3164,30-34.99,00-99.99
3891,35-39.99,00-99.99
8864,87-99.99,00-99.99
8083,76-84.99,00-99.99
8851,87-99.99,00-99.99
8879,87-99.99,00-99.99
4534,42-54.99,00-99.99
4512,42-54.99,00-99.99
0212,01-05.99,00-99.99
9915,87-99.99,00-99.99
4603,42-54.99,00-99.99
9659,87-99.99,00-99.99
323,30-34.99,00-99.99
222,21-29.99,00-99.99
7855,76-84.99,00-99.99
7012,65-71.99,00-99.99
4573,42-54.99,00-99.99
9971,87-99.99,00-99.99
2219,21-29.99,00-99.99
7865,76-84.99,00-99.99
5717,55-59.99,00-99.99
8136,76-84.99,00-99.99
8451,76-84.99,00-99.99
4105,40-41.99,00-99.99
3929,35-39.99,00-99.99
9759,87-99.99,00-99.99
9605,87-99.99,00-99.99
3926,35-39.99,00-99.99
5111,42-54.99,00-99.99
9921,87-99.99,00-99.99
5551,55-59.99,00-99.99
4319,42-54.99,00-99.99
7901,76-84.99,00-99.99
7935,76-84.99,00-99.99
3141,30-34.99,00-99.99
5493,42-54.99,00-99.99
8088,76-84.99,00-99.99
4610,42-54.99,00-99.99
5794,55-59.99,00-99.99
3806,35-39.99,00-99.99
3761,35-39.99,00-99.99
8952,87-99.99,00-99.99
1756,17-17.99,00-99.99
0153,01-05.99,00-99.99
4824,42-54.99,00-99.99
7161,65-71.99,00-99.99
8674,85-86.99,00-99.99
8107,76-84.99,00-99.99
8866,87-99.99,00-99.99
5423,42-54.99,00-99.99
3923,35-39.99,00-99.99
4491,42-54.99,00-99.99
2264,21-29.99,00-99.99
3514,35-39.99,00-99.99
8872,87-99.99,00-99.99
8101,76-84.99,00-99.99
8472,76-84.99,00-99.99
7916,76-84.99,00-99.99
9649,87-99.99,00-99.99
9705,87-99.99,00-99.99
7770,76-84.99,00-99.99
5213,42-54.99,00-99.99
8349,76-84.99,00-99.99
7767,76-84.99,00-99.99
0109,01-05.99,00-99.99
8051,76-84.99,00-99.99
7985,76-84.99,00-99.99
0013,00-00.99,00-99.99
5112,42-54.99,00-99.99
5293,42-54.99,00-99.99
4595,42-54.99,00-99.99
2742,21-29.99,00-99.99
9961,87-99.99,00-99.99
3482,30-34.99,00-99.99
9755,87-99.99,00-99.99
8191,76-84.99,00-99.99
0043,00-00.99,00-99.99
304,30-34.99,00-99.99
8147,76-84.99,00-99.99
5593,55-59.99,00-99.99
4852,42-54.99,00-99.99
8896,87-99.99,00-99.99
7966,76-84.99,00-99.99
4064,40-41.99,00-99.99
0761,06-07.99,00-99.99
3596,35-39.99,00-99.99
9851,87-99.99,00-99.99
045,01-05.99,00-99.99
5136,42-54.99,00-99.99
8521,85-86.99,00-99.99
8415,76-84.99,00-99.99
8448,76-84.99,00-99.99
8582,85-86.99,00-99.99
344,30-34.99,00-99.99
8868,87-99.99,00-99.99
8945,87-99.99,00-99.99
8134,76-84.99,00-99.99
7777,76-84.99,00-99.99
4462,42-54.99,00-99.99
6561,65-71.99,00-99.99
4021,40-41.99,00-99.99
4195,40-41.99,00-99.99
5495,42-54.99,00-99.99
4995,42-54.99,00-99.99
6909,65-71.99,00-99.99
0076,00-00.99,00-99.99
1631,08-16.99,00-99.99
4836,42-54.99,00-99.99
8607,85-86.99,00-99.99
0202,01-05.99,00-99.99
5321,42-54.99,00-99.99
7791,76-84.99,00-99.99
5504,55-59.99,00-99.99
3239,30-34.99,00-99.99
5993,55-59.99,00-99.99
5781,55-59.99,00-99.99
5259,42-54.99,00-99.99
0390,01-05.99,00-99.99
9390,87-99.99,00-99.99
3492,30-34.99,00-99.99
8229,76-84.99,00-99.99
8309,76-84.99,00-99.99
9782,87-99.99,00-99.99
3954,35-39.99,00-99.99
4693,42-54.99,00-99.99
8011,76-84.99,00-99.99
8236,76-84.99,00-99.99
9355,87-99.99,00-99.99
3866,35-39.99,00-99.99
3796,35-39.99,00-99.99
9762,87-99.99,00-99.99
9609,87-99.99,00-99.99
3762,35-39.99,00-99.99
3339,30-34.99,00-99.99
8543,85-86.99,00-99.99
8319,76-84.99,00-99.99
8321,76-84.99,00-99.99
3787,35-39.99,00-99.99
5461,42-54.99,00-99.99
9701,87-99.99,00-99.99
3524,35-39.99,00-99.99
7763,76-84.99,00-99.99
8857,87-99.99,00-99.99
3142,30-34.99,00-99.99
326,30-34.99,00-99.99
4543,42-54.99,00-99.99
4579,42-54.99,00-99.99
5787,55-59.99,00-99.99
3794,35-39.99,00-99.99
9394,87-99.99,00-99.99
9814,87-99.99,00-99.99
526,42-54.99,00-99.99
8411,76-84.99,00-99.99
540,42-54.99,00-99.99
4492,42-54.99,00-99.99
1649,08-16.99,00-99.99
3249,30-34.99,00-99.99
8494,76-84.99,00-99.99
3606,35-39.99,00-99.99
325,30-34.99,00-99.99
537,42-54.99,00-99.99
9623,87-99.99,00-99.99
3522,35-39.99,00-99.99
3772,35-39.99,00-99.99
3859,35-39.99,00-99.99
8589,85-86.99,00-99.99
8165,76-84.99,00-99.99
9657,87-99.99,00-99.99
0094,00-00.99,00-99.99
4210,42-54.99,00-99.99
0126,01-05.99,00-99.99
9639,87-99.99,00-99.99
8138,76-84.99,00-99.99
3479,30-34.99,00-99.99
3201,30-34.99,00-99.99
7866,76-84.99,00-99.99
9353,87-99.99,00-99.99
0206,01-05.99,00-99.99
0391,01-05.99,00-99.99
741,72-75.99,00-99.99
3613,35-39.99,00-99.99
7787,76-84.99,00-99.99
4287,42-54.99,00-99.99
0066,00-00.99,00-99.99
5292,42-54.99,00-99.99
9928,87-99.99,00-99.99
5425,42-54.99,00-99.99
527,42-54.99,00-99.99
3192,30-34.99,00-99.99
8377,76-84.99,00-99.99
8803,87-99.99,00-99.99
623,60-64.99,00-99.99
8456,76-84.99,00-99.99
4311,42-54.99,00-99.99
4052,40-41.99,00-99.99
4664,42-54.99,00-99.99
3957,35-39.99,00-99.99
9619,87-99.99,00-99.99
3857,35-39.99,00-99.99
9672,87-99.99,00-99.99
9715,87-99.99,00-99.99
3481,30-34.99,00-99.99
3572,35-39.99,00-99.99
8412,76-84.99,00-99.99
0071,00-00.99,00-99.99
5512,55-59.99,00-99.99
9670,87-99.99,00-99.99
5971,55-59.99,00-99.99
8076,76-84.99,00-99.99
3771,35-39.99,00-99.99
9215,87-99.99,00-99.99
8741,87-99.99,00-99.99
3198,30-34.99,00-99.99
8117,76-84.99,00-99.99
3009,30-34.99,00-99.99
7759,76-84.99,00-99.99
3505,35-39.99,00-99.99
5185,42-54.99,00-99.99
3928,35-39.99,00-99.99
5783,55-59.99,00-99.99
3323,30-34.99,00-99.99
4613,42-54.99,00-99.99
4576,42-54.99,00-99.99
7748,76-84.99,00-99.99
4825,42-54.99,00-99.99
7769,76-84.99,00-99.99
4289,42-54.99,00-99.99
8761,87-99.99,00-99.99
8087,76-84.99,00-99.99
8339,76-84.99,00-99.99
7933,76-84.99,00-99.99
3995,35-39.99,00-99.99
3773,35-39.99,00-99.99
3712,35-39.99,00-99.99
9606,87-99.99,00-99.99
4467,42-54.99,00-99.99
4571,42-54.99,00-99.99
4680,42-54.99,00-99.99
4672,42-54.99,00-99.99
0102,01-05.99,00-99.99
8855,87-99.99,00-99.99
7799,76-84.99,00-99.99
0159,01-05.99,00-99.99
1341,08-16.99,00-99.99
0050,00-00.99,00-99.99
3942,35-39.99,00-99.99
3406,30-34.99,00-99.99
3930,35-39.99,00-99.99
1424,08-16.99,00-99.99
7867,76-84.99,00-99.99
598,55-59.99,00-99.99
9357,87-99.99,00-99.99
4869,42-54.99,00-99.99
3782,35-39.99,00-99.99
3425,30-34.99,00-99.99
9703,87-99.99,00-99.99
3797,35-39.99,00-99.99
4444,42-54.99,00-99.99
8873,87-99.99,00-99.99
3603,35-39.99,00-99.99
863,85-86.99,00-99.99
8153,76-84.99,00-99.99
5022,42-54.99,00-99.99
0115,01-05.99,00-99.99
0081,00-00.99,00-99.99
4389,42-54.99,00-99.99
3863,35-39.99,00-99.99
8111,76-84.99,00-99.99
7971,76-84.99,00-99.99
0045,00-00.99,00-99.99
0093,00-00.99,00-99.99
2411,21-29.99,00-99.99
8365,76-84.99,00-99.99
4524,42-54.99,00-99.99
543,42-54.99,00-99.99
8844,87-99.99,00-99.99
2181,21-29.99,00-99.99
0531,01-05.99,00-99.99
5793,55-59.99,00-99.99
4442,42-54.99,00-99.99
3327,30-34.99,00-99.99
3723,35-39.99,00-99.99
4685,42-54.99,00-99.99
0048,00-00.99,00-99.99
8605,85-86.99,00-99.99
3931,35-39.99,00-99.99
5361,42-54.99,00-99.99
7915,76-84.99,00-99.99
8342,76-84.99,00-99.99
4341,42-54.99,00-99.99
8163,76-84.99,00-99.99
8959,87-99.99,00-99.99
9902,87-99.99,00-99.99
3523,35-39.99,00-99.99
8585,85-86.99,00-99.99
5554,55-59.99,00-99.99
605,60-64.99,00-99.99
